Name,Age,Hometown,Country,Boarded,Destination,Lifeboat,Class,Survive,Title,CountryBin,AgeBin,FamilySize,isAlone,AgeBin_Code,CountryBin_Code,Title_Code
"Abelson, Mrs. Anna (née Wizosky?)",28,Russia,Russia,Cherbourg,"New York, New York, US",1,2,1,Mrs,Other,young adults,2,0,3.0,0.0,7.0
"Andrew, Mr. Edgar Samuel",17,"San Ambrosio, Córdoba, Argentina",Argentina,Southampton,"Trenton, New Jersey, US",0,2,0,Mr,Other,minors,2,0,1.0,0.0,6.0
"Andrew, Mr. Frank Thomas",30,"Redruth, Cornwall, England",UK,Southampton,"Houghton, Michigan, US
",0,2,0,Mr,UK,young adults,2,0,3.0,3.0,6.0
"Angle, Mr. William A.",32,"Warwick, Warwickshire, England",UK,Southampton,"New York City
",0,2,0,Mr,UK,adults,2,0,0.0,3.0,6.0
"Angle, Mrs. Florence Agnes ""Mary"" (née Hughes)",36,"Warwick, Warwickshire, England",UK,Southampton,New York City,1,2,1,Mrs,UK,adults,2,0,0.0,3.0,7.0
"Ashby, Mr. John",57,"West Hoboken, New Jersey, US",US,Southampton,"West Hoboken, New Jersey, US",0,2,0,Mr,US,seniors,1,1,2.0,4.0,6.0
"Bailey, Mr. Percy Andrew",18,"Penzance, Cornwall, England",UK,Southampton,"Akron, Ohio, US
",0,2,0,Mr,UK,minors,1,1,1.0,3.0,6.0
"Bainbrigge, Mr. Charles Robert",23,"Saint Peter Port, Guernsey, Channel Islands",Channel Islands,Southampton,"New York City
",0,2,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Ball, Mrs. Ada E. (née Hall)",36,"Bristol, Avon, England",UK,Southampton,"Jacksonville, Florida, US",1,2,1,Mrs,UK,adults,1,1,0.0,3.0,7.0
"Banfield, Mr. Frederick James",28,"Plymouth, Devon, England",UK,Southampton,"Houghton, Michigan, US",0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Bateman, Reverend Robert James",51,"Jacksonville, Florida, US",US,Southampton,"Jacksonville, Florida, US
",0,2,0,Reverend,US,seniors,1,1,2.0,4.0,8.0
"Beane, Mr. Edward",32,New York City,US,Southampton,New York City,1,2,1,Mr,US,adults,1,1,0.0,4.0,6.0
Beane. Mrs. Ethel (née Clarke),19,"Norwich, Norfolk, England
",UK,Southampton,New York City,1,2,1,Mrs,UK,young adults,1,1,3.0,3.0,7.0
"Beauchamp, Mr. Henry James",28,"London, England, UK",UK,Southampton,New York City,0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Becker, Mrs. Nellie E. (née Baumgardner)",35,"Guntur, Madras Province, British India[note 4]",British India,Southampton,"Benton Harbor, Michigan, US",1,2,1,Mrs,Other,adults,4,0,0.0,0.0,7.0
"Becker, Miss Ruth Elizabeth",12,"Guntur, Madras Province, British India[note 4]",British India,Southampton,"Benton Harbor, Michigan, US",1,2,1,Miss,Other,minors,4,0,1.0,0.0,5.0
"Becker, Miss Marion Louise",4,"Guntur, Madras Province, British India[note 4]",British India,Southampton,"Benton Harbor, Michigan, US",1,2,1,Miss,Other,minors,4,0,1.0,0.0,5.0
"Becker, Master Richard Frederick",1,"Guntur, Madras Province, British India[note 4]",British India,Southampton,"Benton Harbor, Michigan, US",1,2,1,Master,Other,minors,4,0,1.0,0.0,4.0
"Beesley, Mr. Lawrence",34,"London, England, UK",UK,Southampton,"Toronto, Ontario, Canada",1,2,1,Mr,UK,adults,1,1,0.0,3.0,6.0
"Bentham, Miss Lillian W.",19,"Rochester, New York, US",US,Southampton,"Rochester, New York, US",1,2,1,Miss,US,young adults,1,1,3.0,4.0,5.0
"Berriman, Mr. William John",23,"St. Ives, Cornwall, England",UK,Southampton,"Calumet, Michigan, US",0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Botsford, Mr. William Hull",25,"Orange, New Jersey, US",US,Southampton,"Orange, New Jersey, US
",0,2,0,Mr,US,young adults,1,1,3.0,4.0,6.0
"Bowenur, Mr. Solomon",42,"London, England",UK,Southampton,"New York City
",0,2,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Bracken, Mr. James H.",29,"Lake Arthur, New Mexico, US",US,Southampton,"Lake Arthur, New Mexico, US
",0,2,0,Mr,US,young adults,1,1,3.0,4.0,6.0
"Brailey, Mr. W. Theodore Ronald[72]",24,"London, England",UK,Southampton,"New York City
",0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Bricoux, Mr. Roger Marie[72]",20,"Monte Carlo, Monaco
",Monaco,Southampton,"New York City
",0,2,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Brito, Mr. José Joaquim",32,"Madeira, Portugal",Portugal,Southampton,"São Paulo, Brazil
",0,2,0,Mr,Other,adults,1,1,0.0,0.0,6.0
"Brown, Mr. Thomas William Solomon",60,"Cape Town, South Africa, UK[note 5]",UK,Southampton,"Seattle, Washington, US
",0,2,0,Mr,UK,seniors,3,0,2.0,3.0,6.0
"Brown, Mrs. Elizabeth Catherine (née Ford)",40,"Cape Town, South Africa, UK",UK,Southampton,"Seattle, Washington, US",1,2,1,Mrs,UK,adults,3,0,0.0,3.0,7.0
"Brown, Miss Edith Eileen",15,"Cape Town, South Africa, UK",UK,Southampton,"Seattle, Washington, US",1,2,1,Miss,UK,minors,3,0,1.0,3.0,5.0
"Bryhl, Mr. Kurt Arnold Gottfrid",25,"Skara, Västergötland, Sweden",Sweden,Southampton,"Rockford, Illinois, US",0,2,0,Mr,Sweden,young adults,2,0,3.0,1.0,6.0
"Bryhl, Miss Dagmar Jenny Ingeborg",20,"Skara, Västergötland, Sweden",Sweden,Southampton,"Rockford, Illinois, US",1,2,1,Miss,Sweden,young adults,2,0,3.0,1.0,5.0
"Buss, Miss Kate",36,"Sittingbourne, Kent, England",UK,Southampton,"San Francisco, US",1,2,1,Miss,UK,adults,1,1,0.0,3.0,5.0
"Butler, Mr. Reginald Fenton",25,"Southsea, Hampshire, England",UK,Southampton,New York City,0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Byles, Father Thomas Roussel Davids",42,"London, England",UK,Southampton,"Jacksonville, Florida, US",0,2,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Byström, Miss Karolina",42,New York City,US,Southampton,New York City,1,2,1,Miss,US,adults,1,1,0.0,4.0,5.0
"Caldwell, Mr. Albert Francis",26,"Bangkok, Siam[note 6]",Siam,Southampton,"Roseville, Illinois, US",1,2,1,Mr,Other,young adults,2,0,3.0,0.0,6.0
"Caldwell, Mrs. Sylvia Mae (née Harbaugh)",28,"Bangkok, Siam[note 6]",Siam,Southampton,"Roseville, Illinois, US",1,2,1,Mrs,Other,young adults,2,0,3.0,0.0,7.0
"Cameron, Miss Clear Annie",35,"London, England, UK",UK,Southampton,"Mamaronek, New York, US",1,2,1,Miss,UK,adults,1,1,0.0,3.0,5.0
"Campbell, Mr. William Henry[72]",21,"Belfast, Ireland",UK,Belfast,New York City,0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Carbines, Mr. William",19,"St. Ives, Cornwall, England",UK,Southampton,"Houghton, Michigan, US",0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Carter, Father Ernest Courtenay",54,"London, England, UK",UK,Southampton,New York City,0,2,0,Mr,UK,seniors,2,0,2.0,3.0,6.0
"Carter, Mrs. Lilian (née Hughes)",45,"London, England, UK",UK,Southampton,New York City,0,2,0,Mrs,UK,adults,2,0,0.0,3.0,7.0
"Chapman, Mr. Charles Henry",52,"Bronx, New York, US",US,Southampton,"Bronx, New York, US",0,2,0,Mr,US,seniors,3,0,2.0,4.0,6.0
"Chapman, Mr. John Henry",36,"Liskeard, Cornwall, England",UK,Southampton,"Spokane, Washington, US",0,2,0,Mr,UK,adults,3,0,0.0,3.0,6.0
"Chapman, Mrs. Sara Elizabeth (née Lawry)",28,"Liskeard, Cornwall, England",UK,Southampton,"Spokane, Washington, US",0,2,0,Mrs,UK,young adults,3,0,3.0,3.0,7.0
"Christy, Mrs. Alice Frances",45,"London, England, UK",UK,Southampton,"Montreal, Quebec, Canada",1,2,1,Mrs,UK,adults,2,0,0.0,3.0,7.0
"Christy, Miss Rachel Julie Cohen",25,"London, England, UK",UK,Southampton,"Montreal, Quebec, Canada",1,2,1,Miss,UK,young adults,2,0,3.0,3.0,5.0
"Clarke, Mr. Charles Valentine",29,"Netley Abbey, Hampshire, England",UK,Southampton,"San Francisco, California, US",0,2,0,Mr,UK,young adults,3,0,3.0,3.0,6.0
"Clarke, Mrs. Ada Maria",28,"Netley Abbey, Hampshire, England",UK,Southampton,"San Francisco, California, US",1,2,1,Mrs,UK,young adults,3,0,3.0,3.0,7.0
"Clarke, Mr. John Frederick Preston[72]",30,"Liverpool, Merseyside, England",UK,Southampton,New York City,0,2,0,Mr,UK,young adults,3,0,3.0,3.0,6.0
"Coleridge, Mr. Reginald Charles",29,"London, England",UK,Southampton,"Detroit, Michigan, US",0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Collander, Mr. Erik Gustaf",27,"Helsinki, Grand Duchy of Finland[note 7]",Grand Duchy of Finland,Southampton,"Ashtabula, Ohio, US
",0,2,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Collett, Mr. Sidney Clarence Stuart",25,"London, England",UK,Southampton,"Port Byron, New York, US",1,2,1,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Collyer, Mr. Harvey",31,"Bishopstoke, Hampshire, England",UK,Southampton,"Payette, Idaho, US",0,2,0,Mr,UK,adults,3,0,0.0,3.0,6.0
"Collyer, Mrs. Charlotte Annie (née Tate)",31,"Bishopstoke, Hampshire, England",UK,Southampton,"Payette, Idaho, US",1,2,1,Mrs,UK,adults,3,0,0.0,3.0,7.0
"Collyer, Miss Marjorie Charlotte ""Lottie""",8,"Bishopstoke, Hampshire, England",UK,Southampton,"Payette, Idaho, US",1,2,1,Miss,UK,minors,3,0,1.0,3.0,5.0
"Cook, Mrs. Selena (née Rogers)",22,"Oxford, Oxfordshire, England",UK,Southampton,"New York City
",1,2,1,Mrs,UK,young adults,1,1,3.0,3.0,7.0
"Corbett, Mrs. Irene (née Colvin)",30,"Provo, Utah, US",US,Southampton,"Provo, Utah, US",0,2,0,Mrs,US,young adults,1,1,3.0,4.0,7.0
"Corey, Mrs. Mary Phyllis Elizabeth (née Miller)",30,"Pittsburgh, Pennsylvania, US",US,Southampton,"Pittsburgh, Pennsylvania, US
",0,2,0,Mrs,US,young adults,1,1,3.0,4.0,7.0
"Cotterill, Mr. Henry ""Harry""",20,"Penzance, Cornwall, England",UK,Southampton,"Akron, Ohio, US
",0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Cunningham, Mr. Alfred Fleming[72]",21,"Belfast, Ireland",UK,Belfast,"New York City
",0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Davies, Mr. Charles Henry",21,"Lyndhurst, Hampshire, England",UK,Southampton,"Eden, Manitoba, Canada
",0,2,0,Mr,UK,young adults,3,0,3.0,3.0,6.0
"Davies, Mrs. Elizabeth Agnes Mary (née White)",48,"St. Ives, Cornwall, England UK",UK,Southampton,"Houghton, Michigan, US",1,2,1,Mrs,UK,adults,3,0,0.0,3.0,7.0
"Davies, Master John Morgan Jr.",8,"St. Ives, Cornwall, England UK",UK,Southampton,"Houghton, Michigan, US",1,2,1,Master,UK,minors,3,0,1.0,3.0,4.0
"Davis, Miss Mary",28,"London, England, UK",UK,Southampton,"Tottenville, New York, US",1,2,1,Miss,UK,young adults,1,1,3.0,3.0,5.0
"Deacon, Mr. Percy William",20,"Fritham, Hampshire, England, UK",UK,Southampton,"Boston, Massachusetts, US",0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"del Carlo, Mr. Sebastiano",29,"Montecarlo, Lucca, Tuscany, Italy",Italy,Cherbourg,"Chicago, Illinois, US",0,2,0,Mr,Other,young adults,2,0,3.0,0.0,6.0
"del Carlo, Mrs. Argene (née Genovesi)[74][86]",24,"Montecarlo, Lucca, Tuscany, Italy",Italy,Cherbourg,"Chicago, Illinois, US",1,2,1,Mrs,Other,young adults,2,0,3.0,0.0,7.0
"Denbuoy, Mr. Albert ""Herbert""",25,"Guernsey, Channel Islands, UK",UK,Southampton,"Elizabeth, New Jersey, US",0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Dibden, Mr. William",18,"Lyndhurst, Hampshire, England",UK,Southampton,"Eden, Manitoba, Canada",0,2,0,Mr,UK,minors,1,1,1.0,3.0,6.0
"Doling, Mrs. Ada Julia (née Bone)",34,"Southampton, Hampshire, England, UK",UK,Southampton,New York City,1,2,1,Mrs,UK,adults,2,0,0.0,3.0,7.0
"Doling, Miss Elsie",19,"Southampton, Hampshire, England, UK",UK,Southampton,New York City,1,2,1,Miss,UK,young adults,2,0,3.0,3.0,5.0
"Douton, Mr. William Joseph",55,"Rochester, New York, US",US,Southampton,"Rochester, New York, US",0,2,0,Mr,US,seniors,1,1,2.0,4.0,6.0
"Drew, Mr. James Vivian",42,"Greenport, New York, US",US,Southampton,"Greenport, New York, US",0,2,0,Mr,US,adults,3,0,0.0,4.0,6.0
"Drew, Mrs. Lulu Thorne (née Christian)",34,"Greenport, New York, US",US,Southampton,"Greenport, New York, US",1,2,1,Mrs,US,adults,3,0,0.0,4.0,7.0
"Drew, Master Marshall Brines",8,"Greenport, New York, US",US,Southampton,"Greenport, New York, US",1,2,1,Master,US,minors,3,0,1.0,4.0,4.0
"Duran y More, Miss Florentina",30,"Barcelona, Catalonia, Spain",Spain,Cherbourg,"Havana, Cuba",1,2,1,Miss,Other,young adults,2,0,3.0,0.0,5.0
"Duran y More, Miss Asunción",27,"Barcelona, Catalonia, Spain",Spain,Cherbourg,"Havana, Cuba",1,2,1,Miss,Other,young adults,2,0,3.0,0.0,5.0
"Fahlstrøm, Mr. Arne Joma",18,"Oslo, Norway",Norway,Southampton,"Bayonne, New Jersey, US",1,2,0,Mr,Other,minors,1,1,1.0,0.0,6.0
"Frost, Mr. Anthony Wood ""Artie""[72]",37,"Belfast, Ireland, UK",UK,Belfast,New York City,1,2,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Funk, Miss Annie Clemmer",38,"Janjgir-Champa, British India, UK[note 4]",UK,Southampton,"Bally, Pennsylvania, US
",1,2,0,Miss,UK,adults,1,1,0.0,3.0,5.0
"Fynney, Mr. Joseph J.",35,"Liverpool, Merseyside, England, UK",UK,Southampton,"Montreal, Quebec, Canada",0,2,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Gale, Mr. Harry",38,"Harrowbarrow, Cornwall, England, UK",UK,Southampton,"Clear Creek, Colorado, US",1,2,0,Mr,UK,adults,2,0,0.0,3.0,6.0
"Gale, Mr. Shadrach",33,"Harrowbarrow, Cornwall, England, UK",UK,Southampton,"Clear Creek, Colorado, US",1,2,0,Mr,UK,adults,2,0,0.0,3.0,6.0
"Garside, Miss Ethel",34,"Liverpool, Merseyside, England",UK,Southampton,"Brooklyn, New York, US",1,2,1,Miss,UK,adults,1,1,0.0,3.0,5.0
"Gaskell, Mr. William Alfred",18,"Liverpool, Merseyside, England",UK,Southampton,"Montreal, Quebec, Canada",0,2,0,Mr,UK,minors,1,1,1.0,3.0,6.0
"Gavey, Mr. Laurence",26,"Guernsey, Channel Islands",Channel Islands,Southampton,"Elizabeth, New Jersey, US
",0,2,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Gilbert, Mr. William",47,"Carleens, Cornwall, England",UK,Southampton,"Butte, Montana, US
",0,2,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Giles, Mr. Edgar",21,"Porthleven, Cornwall, England",UK,Southampton,"Camden, New Jersey, US
",0,2,0,Mr,UK,young adults,3,0,3.0,3.0,6.0
"Giles, Mr. Frederick Edward",20,"Porthleven, Cornwall, England",UK,Southampton,"Camden, New Jersey, US
",0,2,0,Mr,UK,young adults,3,0,3.0,3.0,6.0
"Giles, Mr. Ralph",25,"London, England",UK,Southampton,New York City,0,2,0,Mr,UK,young adults,3,0,3.0,3.0,6.0
"Gill, Mr. John William",24,"Clevedon, North Somerset, England",UK,Southampton,New York City,0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Gillespie, Mr. William Henry",34,"Abbeyleix, Laois, Ireland[note 2]",UK,Southampton,"Vancouver, British Columbia, Canada",0,2,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Givard, Mr. Hans Kristensen",30,"Kølsen, Vorde Sogn, Denmark",Denmark,Southampton,"San Francisco, California, US",0,2,0,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Greenberg, Mr. Samuel",52,"Bronx, New York, US",US,Southampton,"Bronx, New York, US",0,2,0,Mr,US,seniors,1,1,2.0,4.0,6.0
"Hale, Mr. Reginald",30,"Auburn, New York, US",US,Southampton,"Auburn, New York, US",0,2,0,Mr,US,young adults,1,1,3.0,4.0,6.0
"Hämäläinen, Mrs. Anna (Anna Hamlin)",24,"Detroit, Michigan, US",US,Southampton,"Detroit, Michigan, US",1,2,1,Mrs,US,young adults,2,0,3.0,4.0,7.0
"Hämäläinen, Master Viljo Unto Johannes (William Hamlin)",1,"Detroit, Michigan, US",US,Southampton,"Detroit, Michigan, US",1,2,1,Master,US,minors,2,0,1.0,4.0,4.0
"Harbeck, Mr. William H.",44,"Toledo, Ohio, US",US,Southampton,"Montreal, Quebec, Canada",0,2,0,Mr,US,adults,1,1,0.0,4.0,6.0
"Harper, The Reverend John",39,"London, England",UK,Southampton,"Chicago, Illinois, US",0,2,0,Reverend,UK,adults,2,0,0.0,3.0,8.0
"Harper, Miss Annie Jessie ""Nina""",6,"London, England",UK,Southampton,"Chicago, Illinois, US",1,2,1,Miss,UK,minors,2,0,1.0,3.0,5.0
"Harris, Mr. George",62,"London, England",UK,Southampton,New York City,1,2,1,Mr,UK,seniors,2,0,2.0,3.0,6.0
"Harris, Mr. Walter",30,"London, England",UK,Southampton,New York City,0,2,0,Mr,UK,young adults,2,0,3.0,3.0,6.0
"Hart, Mr. Benjamin",47,"Ilford, Essex, England",UK,Southampton,"Winnipeg, Manitoba, Canada
",0,2,0,Mr,UK,adults,3,0,0.0,3.0,6.0
"Hart, Mrs. Esther Ada (née Bloomfield)",48,"Ilford, Essex, England",UK,Southampton,"Winnipeg, Manitoba, Canada",1,2,1,Mrs,UK,adults,3,0,0.0,3.0,7.0
"Hart, Miss Eva Miriam",7,"Ilford, Essex, England",UK,Southampton,"Winnipeg, Manitoba, Canada",1,2,1,Miss,UK,minors,3,0,1.0,3.0,5.0
"Hartley, Mr. Wallace Henry[72]",33,"Dewsbury, West Yorkshire, England",UK,Southampton,New York City,0,2,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Herman, Mr. Samuel",49,"Yeovil, Somerset, England",UK,Southampton,"Bernardsville, New Jersey, US",0,2,0,Mr,UK,adults,4,0,0.0,3.0,6.0
"Herman, Mrs. Jane (née Laver)",48,"Yeovil, Somerset, England",UK,Southampton,"Bernardsville, New Jersey, US",1,2,1,Mrs,UK,adults,4,0,0.0,3.0,7.0
"Herman, Miss Alice",24,"Yeovil, Somerset, England",UK,Southampton,"Bernardsville, New Jersey, US",1,2,1,Miss,UK,young adults,4,0,3.0,3.0,5.0
"Herman, Miss Kate
",24,"Yeovil, Somerset, England",UK,Southampton,"Bernardsville, New Jersey, US",1,2,1,Miss,UK,young adults,4,0,3.0,3.0,5.0
"Hewlett, Mrs. Mary Dunbar (née Kingcome)",56,"Lucknow, British India, UK[note 4]",UK,Southampton,"Rapid City, South Dakota, US",1,2,1,Mrs,UK,seniors,1,1,2.0,3.0,7.0
"Hickman, Mr. Lewis",30,"Fritham, Hampshire, England",UK,Southampton,"The Pas, Manitoba, Canada",0,2,0,Mr,UK,young adults,3,0,3.0,3.0,6.0
"Hickman, Mr. Leonard Mark",24,"Fritham, Hampshire, England",UK,Southampton,"Eden, Manitoba, Canada",0,2,0,Mr,UK,young adults,3,0,3.0,3.0,6.0
"Hickman, Mr. Stanley George",20,"Fritham, Hampshire, England",UK,Southampton,"The Pas, Manitoba, Canada",0,2,0,Mr,UK,young adults,3,0,3.0,3.0,6.0
"Hiltunen, Miss Martta",18,"Joensuu, Grand Duchy of Finland[note 7]",Grand Duchy of Finland,Southampton,"Detroit, Michigan, US",0,2,0,Miss,Other,minors,1,1,1.0,0.0,5.0
"Hocking, Mrs. Elizabeth ""Eliza"" (née Neads)",54,"Penzance, Cornwall, England",UK,Southampton,"Akron, Ohio, US",1,2,1,Mrs,UK,seniors,4,0,2.0,3.0,7.0
"Hocking, Mr. Richard George",23,"Akron, Ohio, US",US,Southampton,"Akron, Ohio, US",0,2,0,Mr,US,young adults,4,0,3.0,4.0,6.0
"Hocking, Miss Ellen ""Nellie""",20,"Penzance, Cornwall, England",UK,Southampton,"Akron, Ohio, US",1,2,1,Miss,UK,young adults,4,0,3.0,3.0,5.0
"Hocking, Mr. Samuel James Metcalfe",36,"Devonport, Devon, England",UK,Southampton,"Middletown, Connecticut, US",0,2,0,Mr,UK,adults,4,0,0.0,3.0,6.0
"Hodges, Mr. Henry Price",50,"Southampton, Hampshire, England",UK,Southampton,"Boston, Massachusetts, US",0,2,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Hold, Mr. Stephen",44,"Porthoustock, Cornwall, England",UK,Southampton,"Sacramento, California, US",0,2,0,Mr,UK,adults,2,0,0.0,3.0,6.0
"Hold, Mrs. Annie Margaret (née Hill)",29,"Porthoustock, Cornwall, England",UK,Southampton,"Sacramento, California, US",1,2,1,Mrs,UK,young adults,2,0,3.0,3.0,7.0
"Hood, Mr. Ambrose Jr.",21,"Fritham, Hampshire, England",UK,Southampton,"Manitoba, Canada",0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Hosono, Mr. Masabumi",41,"Tokyo, Japan",Japan,Southampton,"Tokyo, Japan",1,2,1,Mr,Other,adults,1,1,0.0,0.0,6.0
"Howard, Mr. Benjamin",63,"Swindon, Wiltshire, England",UK,Southampton,"Idaho, US",0,2,0,Mr,UK,seniors,2,0,2.0,3.0,6.0
"Howard, Mrs. Ellen Truelove (née Arman)",60,"Swindon, Wiltshire, England",UK,Southampton,"Idaho, US",0,2,0,Mrs,UK,seniors,2,0,2.0,3.0,7.0
"Hume, Mr. John Law ""Jock""[72]",21,"Dumfries, Scotland",UK,Southampton,New York City,0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Hunt, Mr. George Henry",33,"Philadelphia, Pennsylvania, US",US,Southampton,"Philadelphia, Pennsylvania, US",0,2,0,Mr,US,adults,1,1,0.0,4.0,6.0
"Ilett, Miss Bertha",17,"Jersey, Channel Islands",Channel Islands,Southampton,"Atlanta, Georgia, US",1,2,1,Miss,Other,minors,1,1,1.0,0.0,5.0
"Jacobsohn, Mr. Sidney Samuel",40,"London, England",UK,Southampton,"Montreal, Quebec, Canada",0,2,0,Mr,UK,adults,2,0,0.0,3.0,6.0
"Jacobsohn, Mrs. Amy Frances Christy (née Cohen)",24,"London, England",UK,Southampton,"Montreal, Quebec, Canada",1,2,1,Mrs,UK,young adults,2,0,3.0,3.0,7.0
"Jarvis, Mr. Denzil John",47,"Stoneygate, Leicestershire, England",UK,Southampton,New York City,0,2,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Jefferys, Mr. Clifford Thomas",24,"Guernsey, Channel Islands",Channel Islands,Southampton,"Elizabeth, New Jersey, US",0,2,0,Mr,Other,young adults,2,0,3.0,0.0,6.0
"Jefferys, Mr. Ernest Wilifred",22,"Guernsey, Channel Islands",Channel Islands,Southampton,"Elizabeth, New Jersey, US",0,2,0,Mr,Other,young adults,2,0,3.0,0.0,6.0
"Jenkin, Mr. Stephen Curnow",32,"St. Ives, Cornwall, England",UK,Southampton,"Houghton, Michigan, US",0,2,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Jerwan, Mrs. Marie Marthe (née Thuillard)",23,New York City,US,Southampton,New York City,1,2,1,Mrs,US,young adults,1,1,3.0,4.0,7.0
"Kantor, Mr. Sinai",34,"Vitebsk, Russian Empire",Russian Empire,Southampton,"Bronx, New York, US",0,2,0,Mr,Other,adults,2,0,0.0,0.0,6.0
"Kantor, Mrs. Miriam (née Sternin)",24,"Vitebsk, Russian Empire",Russian Empire,Southampton,"Bronx, New York, US",1,2,1,Mrs,Other,young adults,2,0,3.0,0.0,7.0
"Karnes, Mrs. Claire (née Bennett)",28,"Pittsburgh, Pennsylvania, US",US,Southampton,"Pittsburgh, Pennsylvania, US",0,2,0,Mrs,US,young adults,1,1,3.0,4.0,7.0
"Keane, Mr. Daniel",35,"Limerick, Ireland[note 2]",UK,Queenstown,"St Louis, Missouri, US",0,2,0,Mr,UK,adults,2,0,0.0,3.0,6.0
"Keane, Miss Nora Agnes",46,"Castleconnell, Limerick, Ireland[note 2]",UK,Queenstown,"Harrisburg, Pennsylvania, US",1,2,1,Miss,UK,adults,2,0,0.0,3.0,5.0
"Kelly, Miss Florence ""Fannie""",45,"London, England",UK,Southampton,New York City,1,2,1,Miss,UK,adults,1,1,0.0,3.0,5.0
"Kirkland, Reverend Charles Leonard",52,"Glasgow, Scotland",UK,Queenstown,"Tuxford, Saskatchewan, Canada",0,2,0,Reverend,UK,seniors,1,1,2.0,3.0,8.0
"Knight, Mr. Robert J.[72]",39,"Belfast, Ireland",UK,Belfast,New York City,0,2,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Krins, Mr. Georges Alexandré[72]",23,"London, England",UK,Southampton,New York City,0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Kvillner, Mr. Johan Henrik Johannesson",31,"Trollhättan, Västergötland, Sweden",Sweden,Southampton,"Arlington, Virginia, US",0,2,0,Mr,Sweden,adults,1,1,0.0,1.0,6.0
"Lahtinen, Reverend William",35,"Minneapolis, Minnesota, US",US,Southampton,"Minneapolis, Minnesota, US",0,2,0,Reverend,US,adults,2,0,0.0,4.0,8.0
"Lahtinen, Mrs. Anna Amelia (née Sylfvén)",26,"Minneapolis, Minnesota, US",US,Southampton,"Minneapolis, Minnesota, US",0,2,0,Mrs,US,young adults,2,0,3.0,4.0,7.0
"Lamb, Mr. John Joseph",30,"Glencree, Ireland[note 2]",UK,Queenstown,"Providence, Rhode Island, US",0,2,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Laroche, Mr. Joseph Philippe Lemercier",25,"Paris, France",France,Cherbourg,"Cap-Haïtien, Haiti",0,2,0,Mr,Other,young adults,4,0,3.0,0.0,6.0
"Laroche, Mrs. Juliette Marie Louise (née Lafargue)[74][87]",22,"Paris, France",France,Cherbourg,"Cap-Haïtien, Haiti",1,2,1,Mrs,Other,young adults,4,0,3.0,0.0,7.0
"Laroche, Miss Simone Marie Anne Andrée",3,"Paris, France",France,Cherbourg,"Cap-Haïtien, Haiti",1,2,1,Miss,Other,minors,4,0,1.0,0.0,5.0
"Laroche, Miss Louise Marguerite",1,"Paris, France",France,Cherbourg,"Cap-Haïtien, Haiti",1,2,1,Miss,Other,minors,4,0,1.0,0.0,5.0
"Lehmann, Miss Bertha",17,"Lotzwil, Switzerland",Switzerland,Cherbourg,"Central City, Iowa, US",1,2,1,Miss,Other,minors,1,1,1.0,0.0,5.0
"Leitch, Miss Jessie Wills",31,"London, England",UK,Southampton,"Chicago, Illinois, US",1,2,1,Miss,UK,adults,1,1,0.0,3.0,5.0
"Lemore, Mrs. Amelia ""Milley"" (née Hunt)",34,"Chicago, Illinois, US",US,Southampton,"Chicago, Illinois, US",1,2,1,Mrs,US,adults,1,1,0.0,4.0,7.0
